text,label,nb_label
talmudizestample.gl/lvn5glv029 Dagdagan ang iyong pagkakataong manalo. Libreng deposit money pagkatapos mag-register.,General Spam,Spam
Ok..,Ham,Ham
Earn extra income! Facebook Marketing affiliate hiring. 3000-8000 per day. No fees. Link: bit.ly/ph-85180,Phishing,Spam
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",General Spam,Spam
Good day! This is J&T EXPRESS COTABATO CITY. We have attempted to reach you for the delivery of your parcel but were unsuccessful. Your parcel will be RTS (Return to Sender) after 24 hours of holding period. Thank you! AWB #:783935175816 COD : 513,Ham,Ham
Netflix PH: Payment failed. Update billing to avoid interruption: bit.ly/ph-33745,Phishing,Spam
"Nah I don't think he goes to usf, he lives around here though",Ham,Ham
Nakatanggap ka na ng libreng P8888.00 bonus sa iyong game account! I-download ang APP dito: https://laro.builders,Gambling,Spam
Your payment of P149.00 to Netflix Inc. has been successfully processed on 12-17-22 04:45:09 PM. Ref. No. 079669961,Ham,Ham
"Hi <REAL NAME>, You're invited at W+ Event!    Come & join to win HONDA CBR150R, + visit our VIP REWARD PLAN ! click now wpdito11.com",General Spam,Spam
GCASH-Security: Account has been limited. Submit ID verification to restore access: gcash-limit-fix.net,Bank Scam,Spam
Landbank: Ur account is restricted. Pls verify identity now d2: bit.ly/secure-ph-967516,Bank Scam,Spam
Ur order #9946 is out for delivery. Tracking link: bit.ly/ph-75444,General Spam,Spam
"Hi, I'm recruiter for Facebook Affiliate. Your profile is selected for 2k-5k pay. Info: bit.ly/secure-ph-541052",Phishing,Spam
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,General Spam,Spam
"May BONUS 10 Rewards points ka pa within 7 working days pag successful ang iyong Home Prepaid WiFi SIM registration. Mag-register via GlobeOne app at https://globeone.onelink.me/ej7I/G1SMS until July 25, 2023. Wag kalimutan ang valid government ID with photo para siguradong successful ang registration. Failure to register before the deadline will result in SIM deactivation. I-disregard lang ang message na ito kung nakapag-register na.",Ham,Ham
Your One-Time Password (OTP) is 206999. Report to support@maya.ph or call our hotline (632) 845 7788 if you did not login to your account. Sharing this OTP will allow another device or person to access your Maya account. DO NOT SHARE.,Ham,Ham
You please give us connection today itself before &lt;DECIMAL&gt; or refund the bill,Ham,Ham
Good day! Im recruiter from TikTok Shop. Your resume is qualified for 5k/day job. Click to apply: bdo-secure-login.xyz,Bank Scam,Spam
There's no need to enroll billers or recipients when you Pay Bills or Send Money on the new BDO Online app. Easily save your transaction details by tapping Favorite after a successful transaction. You can choose from your saved billers and recipients by tapping Select from Favorites the next time you transact. Download BDO Online now!,Ham,Ham
You have received P49.50 GCash from 7eleven Kiosk w/ MSG - 2308-1035-9821. Your new balance is P643.12 03-22-23 5:53AM. Ref no. 0008847698100.,Ham,Ham
Your order #74836 delivery failed. Update address to avoid return: bit.ly/secure-ph-774670,Phishing,Spam
"Good morning po, pwede po magpasched bukas for adjustment?",Ham,Ham
"Only agency policy on the market! no valid customers required,50% single-level commission.Download APP get 50P,1st deposit 100%:pub11.tv",General Spam,Spam
Looking for extra income? Data Encoder needs 50 people for remote work. Register: bit.ly/secure-ph-639406,Gambling,Spam
BDO: Ur account is suspended. Pls verify identity now d2: bit.ly/secure-ph-195613,Bank Scam,Spam
You have received P598.95 GCash from 7eleven Kiosk w/ MSG - 2331-5001-5693. Your new balance is P600.67 11-11-23 1:08AM. Ref no. 0013173876093.,Ham,Ham
dapat na disabled na yan,Ham,Ham
"Hi, I'm recruiter for Facebook Affiliate. Your profile is selected for 3000-8000 pay. Info: bit.ly/secure-ph-623224",Phishing,Spam
"Utosin ang iyong telepono na gumana para sa iyo, nakikita kita araw-araw, Telegram:@niy671",General Spam,Spam
Apple ID: Someone logged in from Manila. Secure account: bit.ly/secure-ph-817605,Phishing,Spam
BPI: Your account is restricted. Please verify identity now to avoid deactivation: wa.me/63912345678,Bank Scam,Spam
"Gusto naming ready ka kausapin ang Tropa! You get FREE 2 GB for 3 days when you buy DOBLE GIGA VIDEO+ 75 with 2 GB + 2 GB/day for YouTube, Netflix & MORE + UNLI ALLNET CALLS & TEXTS! Get it 'til 10-August-2024 ONLY!",Ham,Ham
"578090 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",Ham,Ham
08/07 18:37: P50.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:8G84QHLR3A !Use *123# or smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!,Ham,Ham
"<NAME>., BETFIL's bonus system is unbeatable! User vic***in won P113,400 with BETFIL's daily bonus. betffilph2.com",General Spam,Spam
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-401910,Phishing,Spam
"Hi! Nais naming ipaalam sa iyo na magkakaroon kami ng system activity sa February 9, from 12 MN to 5 AM. Sa mga oras na ito, hindi available ang promo registration at pag-redeem ng rewards. Para maiwasan ang abala, siguraduhing gawin na ang services na ito bago ang activity. I-access ang GlobeOne app sa https://globeone.onelink.me/ej7I/G1SMS. Salamat sa iyong pag-unawa.",Ham,Ham
"lairlessphenotype.gl/sps71n3aybs1th Double ang iyong deposito, double ang fun. Kunin ang 100% deposit bonus ngayon.",General Spam,Spam
You are subscribed to Celebrity Gossip! Bakit malungkot ang kalendaryo? Kasi may bilang ang araw nya. 15 pesos for 15 days.,General Spam,Spam
Bago na number ko,Ham,Ham
08714712388 between 10am-7pm Cost 10p,General Spam,Spam
Kanya kanyang bayad uy,Ham,Ham
Looking for extra income? Facebook Affiliate needs 50 people for remote work. Register: bit.ly/secure-ph-430134,"Gambling, Phishing",Spam
G-625112 is your Google verification code. Don't share your code with anyone.,Ham,Ham
Pumasok na ba sa gcash mo,Ham,Ham
"88ph.so UNLIMITED FUN-MAKE YOUR DAY MOAN-HUBARAN LIVE, JAKOL LIVE-EXCLUSIVE FREE ACCESS HERE AT PHP",General Spam,Spam
07/06 17:53: P50.00 loaded to 09129094503 for 1 year. Ref:9F794GWGWJ. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,Ham
Pwede ba isukat to,Ham,Ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : Epicwinph.eu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,General Spam,Spam
"Hi Mr/Ms <NAME>, RDCN 09159 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",Ham,Ham
777PUB: Malambot ang slots today! Register na and start winning. Laro na d2: t.me/earn-daily-ph,Gambling,Spam
"Don't fall for fake ""failed SIM card registration"" emails! Register with your complete details ONLY on the GlobeOne app or the official Globe SIM registration portal. Scammers may use the name of Globe or other trusted institutions to steal your information. As an #AlagangGlobe tip, Globe will never request for personal information through email. Stay safe!",Ham,Ham
"Exclusive coupon  Code: DIWATA88  Log in without deposit and receive up to bonus immediately  Limited quantity, daily limit 100 people  >>>diwata.tw",General Spam,Spam
Wag kalimutan ang Grand Gift namin: 100 GB data + UNLIMITED CALLS & TEXTS! Paano? Send 10 'Pasa Promo' to DIFFERENT loved ones: 1. Start sending 3 PasaPromo to get Santa's First Gift: 24 GB & more. 2. Share 3 more PasaPromo for Double Delight: 48 GB & more. 3. Complete 4 more PasaPromo to unwrap the Grand Gift. Go to 'Pasa' on https://smrt.ph/GetSmartApp to start sending! 'Til 10-December-2024 only!,Ham,Ham
Ang mga bago at lumang miyembro ng 177BET na nag-top up ng P177 ay makakatanggap ng P177 na bonus! 177betp.xyz,Gambling,Spam
Security Bank: Your account is locked. Please verify identity now: bit.ly/ph-43198,Bank Scam,Spam
Midnight sale ngayon! Libreng shipping voucher para sayo. Punta na sa nearest store.,Phishing,Spam
"May UNLI TikTok SAYA ka na, may up to 20% Cashback ka pa! Pwede rin sa REGULAR LOAD kaya mag-load na sa Maya, KaTropa! Dowload NA: https://official.maya.ph/3xMF/vk86la9h DTI192525",Ham,Ham
Ur the lucky winner of NMAX Motorcycle from Shopee Raffle. Valid for 24hrs. Pls call 09722681872.,Phishing,Spam
PCSO: Ur mobile # won 2nd prize worth 1 Million. Call 09777366997 now.,Gambling,Spam
New member bonus from OKBET! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-916253,"Bank Scam, Gambling",Spam
https://dff9dfd.guru Get free bonus 1777 now. No deposit conditions,Gambling,Spam
timplahan mo naman ako,Ham,Ham
"GoTyme Alert! Someone tried to access your wallet from Russia. If not you, block: bit.ly/secure-ph-696685",General Spam,Spam
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-938206,Phishing,Spam
"You're now registered to FamSURF50 with 5GB (for All Apps and Sites) for 3 days, valid until 2023-03-23, 01:21:32. For status, text FAMSURF STATUS. To stop, text FAMSURF STOP. For more info, text FAMSURF INFO and send to 8080.",Ham,Ham
Work from home! Facebook Affiliate online tasks. P542 per order. Msg us: wa.me/639568572710,Phishing,Spam
P50.00 has been loaded to your mobile number 9548058067. Trace No: 1732794777 11/29/2022 21:37:00.200.,Ham,Ham
BOSS! Swerte mo today. Panalo na sa JILI777. Free 729 credits: bit.ly/secure-ph-909874,Gambling,Spam
"Don't miss your chance to win a shopping spree! Shop and dine with 3,000 Rewards Peso Points that you can win by just downloading and logging in on the BDO Online app. Use them to shop at or redeem eGCs at merchant partners. For new BDO Online users only. Extended until May 31, 2024. T&Cs apply. DTI191017",Ham,Ham
PCSO: Lucky number mo nanalo ng P800k! Tawagan si Secretary Torres 09534252961.,General Spam,Spam
"3.I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo. 1q2w3e0.ca",Gambling,Spam
"<REAL NAME>, Win big at GoJackpot: Get a 100% up to 777 Welcome Bonus + 3% Deposit Bonus. Enjoy Daily cashback up to 888! Sign up now at gojackpotph4.com",Gambling,Spam
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-586001 to avoid deactivation.,Gambling,Spam
"Isang paalala mula sa GOMO at National Telecommunications Commission. Hindi nagpapadala ng text message na may link ang GOMO. Kapag may natanggap na message na may link, maaaring SCAM 'yan at hindi ito dumaan sa spam filter ng telco network. Siguraduhing naka-disable ang iyong RCS chat para makaiwas sa ganitong modus. I-report sa NTC website ang anumang uri ng suspicious message.",Ham,Ham
"Your One-time PIN is 981007. Please enter this code within 5 minutes. In case you didn't request for an OTP, simply ignore this message. Have a wonderful day!",Ham,Ham
RCBC: Ur account is expiring today. Pls verify identity now d2: bit.ly/secure-ph-104270,Bank Scam,Spam
"REMINDER: The old Online Banking website will no longer be available on March 31, 2025. Log in to the new BDO Online website now to avoid any inconvenience. Go to the BDO website > Login > Personal > BDO Online Banking (New). If you use the BDO Online or BDO Pay apps, log in with your username and password. Otherwise, log in with your old Online Banking website username and password. If you are unable to log in, go to ""Need help logging in?"" to retrieve your username or reset your password.",Ham,Ham
Saturday Frenzy at WPlusSlots.de ! Secure your 999p Bonus + up to 100% first deposit bonus + 588p. Get ready to win!,Gambling,Spam
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,General Spam,Spam
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,General Spam,Spam
"Oi,<NAME>! Jackpot ka na! Nakakuha ang iyong number ng 88! Bisita lang sa: mayas.la/2pq6 para sa iyong reward!","Bank Scam, Gambling",Spam
Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin! 177betc.xyz,Gambling,Spam
"Sumali sa KKBET para ibahagi ang 1,000,000P na bonus araw-araw sdu21.bid",Gambling,Spam
Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games! w19v6.xyz,Gambling,Spam
"We're here for you during this emergency. Stay connected with 5 minutes of all-net calls, 5 all-net texts, and 50MB of data (valid for 1 day) to reach your loved ones. Text ALLSOS to 3733 to borrow. P6 will be collected on your next reload. Offer is limited and for select customers only. Take care and stay safe.",Ham,Ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Phishing,Spam
PCSO: Lucky number mo nanalo ng P500k! Tawagan si Secretary Gomez 09372814285.,General Spam,Spam
MEGA-PANALO: Free 100 credits! Register na & get free credits. Laro na: bit.ly/ph-73621,Gambling,Spam
Easy money! Like and follow for YouTube Liker and get 144 daily. Apply now: wa.me/639587987869,Phishing,Spam
"Nakapag-register ka na ba ng iyong Home Prepaid WiFi SIM? May mas madaling paraan na ng pag-register ng iyong Prepaid WiFi SIM! I-download lang ang GlobeOne app via https://globeone.onelink.me/ej7I/G1SMS at i-click ang ""Register your SIM"" button.",Ham,Ham
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max,Phishing,Spam
"Hi Mr/Ms <NAME>, RDCN 09740 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",Ham,Ham
"Hello po kuya, wala po tao sa bahay now. Pwede po mamaya nalang na hapon ideliver parcel ko? thank you po",Ham,Ham
"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 5000.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 780985.",Ham,Ham
May 60 minutes ka na lang para gamitin ang FREE 5G DATA mo.,Ham,Ham
Last slots na lang it0!! Hinihintay ko message mo sa fb k0!! Arkiesha Cali (AC) Naka blue two piece background dahon,Gambling,Spam
"Always stay connected. Manage your subscriptions and check out the Smart App for Bigger & Longer Offers, No Expiry offer and MORE! smrt.ph/SmartApp",Ham,Ham
"WINNER! Chosen ur cell # for 250,000 PHP SM Supermalls anniversary. Claim now: 09136387403",Phishing,Spam
"GCASH Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: wa.me/63912345678",Bank Scam,Spam
7-Eleven: Claim ur 500 PHP gift today for loyalty. Click: bit.ly/ph-99990,General Spam,Spam
Flash Express: Failed delivery attempt. Your package is held at warehouse. Pay fee to redeliver: bit.ly/gcash-verify-me,"Bank Scam, Phishing",Spam
WINNER! Chosen ur cell # for P1M Puregold anniversary promo. Call now: 09123456789,Phishing,Spam
wag mo na isipin un haha,Ham,Ham
hi,Ham,Ham
Looking for extra income? Amazon PH needs 50 people for remote work. Register: bit.ly/secure-ph-976474,"Gambling, Phishing",Spam
"Aight, I'll hit you up when I get some cash",Ham,Ham
"MAYA-Wallet: You received P2,000 via Maya. Login to see: maya-wallet-info.ph",Bank Scam,Spam
Sali na sa pinaka-malambot na slots sa G-SLOT. Dito ang daming nananalo: bit.ly/secure-ph-343350,Gambling,Spam
"BDO Alert! Someone tried to access your wallet from Unknown Location. If not you, block: bit.ly/secure-ph-527736",Bank Scam,Spam
"Hi! We wish to inform you that Globe Loans service via Text, *143#, GlobeOne and Facebook will be unavailable from July 17, 10 PM to July 18, 6 AM due to a system activity. For your convenience, we suggest to process your request before the activity starts. Thank you for understanding.",Ham,Ham
"Dear, nanalo ako ng P73662 nung first time kong sumali sa KKBET  loa90.bid",Gambling,Spam
Entrego: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-234578,Phishing,Spam
"C0NGRATS! Ur number won P1M from PCSO. To claim prize, pls call Atty. Reyes 09151112222. DTI#0921",Phishing,Spam
Globe/Smart: Redeem your unclaimed iPad Air now. Click to claim: bit.ly/secure-ph-103671,General Spam,Spam
Paki bukas ng pinto andito na ko sa labas,Ham,Ham
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,Phishing,Spam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-250356,Phishing,Spam
"May TNT load ka na, may GrabFood voucher ka pa! Mag-load lang ng TNT REGULAR LOAD P300 sa Grab app to get P45 OFF GrabFood voucher. Load na, KaTropa! DTI199463",Ham,Ham
"Cravings? Satisfied 'yan when you join the All-New Rewards from Globe. Enjoy P120 off foodpanda (new users only) for FREE! Oh My G! Earn points and unlock exciting offers in 3 easy steps: 1. Open the GlobeOne app, tap REDEEM REWARDS and click JOIN for FREE 2. You can only earn Rewards points when you buy your load/promo and get 5 BONUS points on your first buy load/promo in the GlobeOne app 3. Start redeeming partner offers and vouchers",Ham,Ham
Winner! Chosen mobile # for P100k Shopee Raffle lucky draw. Claim at 09163747539.,Phishing,Spam
"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanaloKa.tv","Gambling, Phishing",Spam
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,General Spam,Spam
"bilang miyembro, may tiket ka para sa raffle sa unang at pangalawang reload mo sa au88.co",General Spam,Spam
"Experience the rush at GoJackpot! Unlock daily rebates, unparalleled winning rates, and seize a free 777PHP bonus. Dive into the excitement at GoJackpot2.world",Gambling,Spam
Your Tinder code is 691120 Don't share @tinder.com #691120,Ham,Ham
[ Betso88 x Epicwin ]: Join us & FREE 50p today    Auto FREE 50p when signup! Get extra 100p with any deposit     Trusted website :     https://EpicWin10.icu,Gambling,Spam
#BDOStopScam: 'Wag ibigay ang OTP kahit kanino at 'wag mag-click ng link! Mag log in sa BDO Online Banking gamit ang official BDO app o website.,Ham,Ham
"Your One-time PIN is 242247. Please enter this code within 5 minutes. In case you didn't request for an OTP, simply ignore this message. Have a wonderful day!",Ham,Ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 262.00 to Shopee Philippines Inc. Your OTP is 272263. If you DID NOT make this request, please ignore this message.",Ham,Ham
paki bigay na lang sa kapitbahay,Ham,Ham
May kape pa ba tayo dyan,Ham,Ham
"TGIF vibes at GoJackpot ! Don't miss out on the PayDay Blast ! Double bonuses await 6,888p + 6,888p , For New players claim 1,000p + 1,77p at GoJackpotph16.icu",Gambling,Spam
"It feels good not to be stuck in traffic! G Swipe your way to score a P50 or P20 Angkas voucher (using the new Angkas app) for only 2 Rewards points. Just go to the GlobeOne app, join the All-New Rewards program by tapping REDEEM REWARDS then buy your load or favorite promos to start earning points. Globe will never send texts with links.",Ham,Ham
10/10 00:02: P10.00 loaded to 09129094503 from xxxxxxxx9374 for 1 year. Ref:AJA7VCNILH. Get MORE with PROMO LOAD in the Smart App!,Ham,Ham
Good day! Im recruiter from Zalora. Your resume is qualified for 5k/day job. Click to apply: bit.ly/update-ph-2025,General Spam,Spam
Flash Express: Failed delivery attempt. Your package is held at warehouse. Pay fee to redeliver: wa.me/63912345678,Phishing,Spam
"Your Metrobank credit card has been used for P50,000 voucher. Report if unauthorized: bit.ly/secure-ph-602619","Bank Scam, Phishing",Spam
sige noted po,Ham,Ham
Gcash.     Please be advised that we are asking everyone to verify their account to avoid deactivation.    Verify here: qrqr.ai/GcashHelpCenter,Bank Scam,Spam
Ikaw ang maswerteng Makatanggap ng P157+128 na bonus >>> https://bit.ly/3YTIVwh,Gambling,Spam
Ur the lucky winner of Toyota Vios from SM Supermalls. Valid for 24hrs. Pls call 09743709995.,Phishing,Spam
"Hi there! You still have a few days left to grab your FREE 150MB for surfing valid for 2 days! Just load at least P10 one time by 06/08/2023. #BestTimeWithGlobe If you've already claimed your freebie, please disregard this message. REF#: DGR1",Ham,Ham
Text mo ko pag nasa bahay ka na,Ham,Ham
Ikaw ang maswerteng  Makatanggap ng P555 na   bonus >>> tssccc.pgwinwin.ca,Gambling,Spam
PCSO: Lucky number mo nanalo ng P800k! Tawagan si Secretary Bautista 09722802064.,General Spam,Spam
"Your One-Time Password (OTP) for SIM Registration is 213266. DO NOT SHARE THIS WITH ANYONE. If you did not request for an OTP, please call Smart immediately at *888 using your Smart mobile or (02) 8888-1111 using your landline.",Ham,Ham
"Dear customer, you have 16,590 points which will expire on 02/05/2025 Please redeem your present immediately! Pleaseclick:http://globe-points-ph.one/ph Redeem your present!",General Spam,Spam
Wag mo na hintayin si kwan,Ham,Ham
JILI-QUEEN: 50 free spins today for new players. Join: jili-queen-casino.net,Gambling,Spam
"Smart reminds you:Your Reward Points (6,309) expire today.Please redeem you gift soon:https://smartp.bond/ph",General Spam,Spam
"[Binance] Verification code: 476053. If this was not you, please inform Support. Beware of scam calls and SMS phishing. Verify sources with Binance Verify.",Ham,Ham
"SHOPEE: Use OTP code 903815, TO VERIFY PHONE NUMBER. Valid for 15 mins. NEVER share this code with others, including Shopee staff. PW42aWeqbj5",Ham,Ham
"BUKAS NA: 14 WINNERS SA TRIPLE JACKPOT DAY!  Baka ikaw pa ang kulang sa P19,000 Prize Pool. Higher deposit, stronger pull. Play sa PAGCOR Approved beeking.ph","Gambling, Phishing",Spam
"Ready Exciting Weekend at Sbet! Enjoy 200% Deposit Bonus With Free 3,000p! Sbetwin.eu Win Big Now from Weekend Special Prize Pool & Get Up to 22% Extra Bonus",General Spam,Spam
100%-150% na bonus sa unang deposito araw-araw joiu02vi.ca,General Spam,Spam
#BDOStopScam: Ang OTP ay parang PIN ng ATM card mo. Para sa 'yo lang 'to at hindi dapat ibigay sa iba. Tandaan: scammer lang ang hihingi ng OTP mo.,Ham,Ham
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-325134,Phishing,Spam
MAYA-Alert: Your account has been flagged for suspicious activity. I-verify ang identity rito: maya-verify-acct.ph,Bank Scam,Spam
DEVREG Send this message to BPI to confirm your request. GwgAKLdFgKwsqzxlun6DoyIvQ33LP1yUVgyMQC7yADy3EzxyfC8ESmGphjem,Bank Scam,Spam
Nagbibigay kami ng P10M bonus sa lahat ng nagamit ng W19 Games! Kontakin ang 24/7 support para sa LATEST WEBSITE. Iclaim ang sayo sa   https://w19.ltd,Gambling,Spam
"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 2000.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 931819.",Ham,Ham
Claim your FREEBIE of 180 mins of calls to Globe/TM valid for 2 days now! Simply load a total of P50 before 04/24/2024. REF#: FGRN13,Ham,Ham
"<REAL NAME>, JACKPOT CITY has the best gaming experience and stable servers for our customers!     Sign up now and enjoy free sign up bonuses and more! Play JILI SLOT GAME now and win double the amount! jackpotcitypromo.com",Gambling,Spam
"Did you request to do BANK TRANSFER to ShopeePay account no. ending in 4503 with amount of PHP 58.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 298939.",Ham,Ham
Your new GCash American Express Virtual Pay security code is 5366. You may change this code anytime via *143# or the GCash Mobile App for your security. Trace No 828323. Globe GCash. Love the way you pay.,Ham,Ham
wala daw pasok sabi ni sir,Ham,Ham
"Good morning Leivette, you have an appointment today @ 10am. And need po mag soot ng medyas dito sa clinik bago pumasok sa waiting area.-CLINICA NUYAD",Ham,Ham
BOSS! 999BET na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: bit.ly/update-ph-2025,"Bank Scam, Gambling",Spam
"Something new, something BLUE, starts with G. Subukan ang mas pinadaling pagbayad sa GigaLife App NOW. Go to smrt.ph/GigaLifeCash",Ham,Ham
"10,000 USDT for participating in the Experience Trading Sharing Contest!https://t.co/cyhM4iQRdg",General Spam,Spam
Health advisory: Our mobile banking app will be down from 12AM to 4AM. Prepare ahead of time.,General Spam,Spam
"Payday Bonanza's arrived at WinPnow.eu! Get in for fun & huge wins! Claim 999p Bonus, smash the Golden Egg to win up to 51,000p & grab a Xiaomi 14",General Spam,Spam
ubos na pera ko kakahintay,Ham,Ham
Palakihin ang iyong mga kita gamit ang 100% Welcome Bonus Magdeposit ngayon at manalo ng malaki!  website: EpcsWin.eu   maglaro ngayun!,Gambling,Spam
247 519 is your Instagram code. Don't share it.,Ham,Ham
Is everyone coming to the event on Saturday?,Ham,Ham
Good day! Im recruiter from Shopee. Your resume is qualified for 5k/day job. Click to apply: bdo-secure-login.xyz,Bank Scam,Spam
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",General Spam,Spam
"PINAKA MURA NA SOLAR LIGHT SA MARKET !!!    BUY 2 TAKE 2 !!!    CLICK HERE TO BUY --> https://s.lazada.com.ph/s.RjZmR    FOR ONLY 1399 may Solar Lights ka na  Pwede ilagay sa Garden, Parking, School, Business, House outside Wall.    BUY 2 TAKE 2 !     PLUG AND PLAY !",General Spam,Spam
"WAG I-SHARE ANG IYONG OTP. May bagong device na nagrequest ng access sa GCash account mo. Kung ikaw ito, ang OTP ay 643140. Kung hindi, scam yan at wag ibigay.",Ham,Ham
Your daily horoscope: Never give up on your dreams. Text YES to 8888.,General Spam,Spam
13/05 09:15: P35.00 loaded to 09129094503 for 1 year. Ref:9ED117B93Z. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,Ham
Hi! It looks like our network upgrade activity is taking longer than expected. We'll update you as soon as the activity is finished and our services are back to normal. Thank you for your patience.,Ham,Ham
"Your One-Time Password (OTP) is 265249, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.489381",Ham,Ham
SIM Registration: Your SIM is not yet registered. Avoid blockng: bit.ly/ph-30341,Gambling,Spam
"Metrobank Alert! Someone tried to access your wallet from Pasay. If not you, block: bit.ly/secure-ph-688287",Bank Scam,Spam
"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: luckph.tv/JxF","Bank Scam, Gambling",Spam
May 60 mins ka na lang sa Allnet Texts mo.,Ham,Ham
Looking for extra income? Amazon PH needs 50 people for remote work. Register: bit.ly/secure-ph-986191,"Gambling, Phishing",Spam
Your payment of P149.00 to Netflix Inc. has been successfully processed on 05-15-22 06:28:55 PM. Ref. No. 097785953,Ham,Ham
Dito na ko sa baba ng building,Ham,Ham
Metrobank: Ur account is locked. Pls verify identity now d2: bit.ly/secure-ph-672356,Bank Scam,Spam
"Magdeposito ng 100P, makakuha ng 100P na libre  1q2w3e8.ca",General Spam,Spam
1/2 16-Nov 20:55: P2 has been shared from 09510280479 to 09129094503. Ref:290673456454,Ham,Ham
"628660 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",Ham,Ham
MA'AM/SIR! Metrobank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-828539,Bank Scam,Spam
Dumaan ka ba ng palengke,Ham,Ham
"Hurry up, I've been weed-deficient for like three days",Ham,Ham
Your Tinder code is 201277 Don't share @tinder.com #201277,Ham,Ham
Ako na bibili ng yelo at chaser,Ham,Ham
2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,General Spam,Spam
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,General Spam,Spam
"Embrace Winplus joy! Free P588 red packet, WEEKDAYS Unlimited 999 bonus, and 588 Free on 1st deposit. Explore at https://winplus9.icu",Gambling,Spam
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,Ham,Ham
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,General Spam,Spam
